country,year,avg_precipitation
Country_2,1971,1167.1
Country_2,1972,1252.4
Country_2,1973,1312.6
Country_2,1974,1334.6
Country_2,1975,1275.9
Country_2,1976,1306.6
Country_2,1977,1282.7
Country_2,1978,1301.8
Country_2,1979,1208.9
Country_2,1980,1301.3
Country_2,1981,1183.3
Country_2,1982,1290.9
Country_2,1983,1254.2
Country_2,1984,1185.5
Country_2,1985,1206.6
Country_2,1986,1222.1
Country_2,1987,1247.5
Country_2,1988,1320.1
Country_2,1989,1263.1
Country_2,1990,1272.3
Country_2,1991,1199.3
Country_2,1992,1203.4
Country_2,1993,1375.0
Country_2,1994,1306.0
Country_2,1995,1270.7
Country_2,1996,1235.8
Country_2,1997,1369.7
Country_2,1998,1242.9
Country_2,1999,1182.8
Country_2,2000,1302.0
Country_2,2001,1311.8
Country_2,2002,1293.9
Country_2,2003,1311.9
Country_2,2004,1323.6
Country_2,2005,1247.7
Country_2,2006,1247.9
Country_2,2007,1257.9
Country_2,2008,1280.8
Country_2,2009,1203.5
Country_2,2010,1324.3
Country_2,2011,1245.5
Country_2,2012,1343.7
Country_2,2013,1256.0
Country_2,2014,1232.6
Country_2,2015,1217.5
Country_2,2016,1260.3
Country_2,2017,1329.3
Country_2,2018,1244.4
Country_2,2019,1246.2
Country_2,2020,1242.4
Country_2,2021,1235.7
Country_2,2022,1360.8
Country_2,2023,1298.2
Country_3,1900,1065.1
Country_3,1901,1147.4
Country_3,1902,1069.2
Country_3,1903,1178.9
Country_3,1904,1135.8
Country_3,1905,1159.3
Country_3,1906,1148.4
Country_3,1907,1163.1
Country_3,1908,1136.7
Country_3,1909,1078.2
Country_3,1910,1132.7
Country_3,1911,1153.6
Country_3,1912,1117.2
Country_3,1913,1187.4
Country_3,1914,1092.6
Country_3,1915,1173.1
Country_3,1916,1133.1
Country_3,1917,1094.5
Country_3,1918,1160.9
Country_3,1919,1131.0
Country_3,1920,1010.9
Country_3,1921,1027.6
Country_3,1922,1103.8
Country_3,1923,1168.8
Country_3,1924,1055.3
Country_3,1925,1051.3
Country_3,1926,1102.4
Country_3,1927,1116.4
Country_3,1928,1095.5
Country_3,1929,1126.2
Country_3,1930,1148.8
Country_3,1931,1065.5
Country_3,1932,1137.3
Country_3,1933,1131.4
Country_3,1934,1096.9
Country_3,1935,1033.1
Country_3,1936,1162.5
Country_3,1937,1104.0
Country_3,1938,1087.9
Country_3,1939,1131.3
Country_3,1940,1084.1
Country_3,1941,1232.8
Country_3,1942,1201.8
Country_3,1943,1099.2
Country_3,1944,1076.1
Country_3,1945,1162.1
Country_3,1946,1090.4
Country_3,1947,1203.3
Country_3,1948,1146.8
Country_3,1949,1118.4
Country_3,1950,1178.5
Country_3,1951,1080.1
Country_3,1952,1086.2
Country_3,1953,1199.1
Country_3,1954,1140.9
Country_3,1955,1132.6
Country_3,1956,1067.6
Country_3,1957,1196.9
Country_3,1958,1084.0
Country_3,1959,1081.4
Country_3,1960,1098.1
Country_3,1961,1151.3
Country_3,1962,1128.6
Country_3,1963,1089.3
Country_3,1964,1099.1
Country_3,1965,1162.5
Country_3,1966,1043.1
Country_3,1967,1096.6
Country_3,1968,1177.6
Country_3,1969,1109.1
Country_3,1970,1060.9
Country_3,1971,1158.5
Country_3,1972,1259.6
Country_3,1973,1143.3
Country_3,1974,1080.1
Country_3,1975,1156.2
Country_3,1976,1212.9
Country_3,1977,1168.0
Country_3,1978,1194.2
Country_3,1979,1109.5
Country_3,1980,1184.4
Country_3,1981,1172.2
Country_3,1982,1144.4
Country_3,1983,1104.0
Country_3,1984,1030.5
Country_3,1985,1080.7
Country_3,1986,1077.7
Country_3,1987,1161.8
Country_3,1988,1111.7
Country_3,1989,1163.8
Country_3,1990,1141.5
Country_3,1991,1117.9
Country_3,1992,1140.3
Country_3,1993,1063.3
Country_3,1994,1132.5
Country_3,1995,1063.6
Country_3,1996,1140.2
Country_3,1997,1033.0
Country_3,1998,1108.9
Country_3,1999,1118.8
Country_3,2000,1132.7
Country_3,2001,1050.5
Country_3,2002,1084.7
Country_3,2003,1070.9
Country_3,2004,1075.9
Country_3,2005,1114.9
Country_3,2006,1126.1
Country_3,2007,1072.5
Country_3,2008,1167.9
Country_3,2009,1093.7
Country_3,2010,1077.1
Country_3,2011,1124.4
Country_3,2012,1218.6
Country_3,2013,1196.3
Country_3,2014,1078.6
Country_3,2015,1121.1
Country_3,2016,1097.3
Country_3,2017,1058.1
Country_3,2018,1151.7
Country_3,2019,1122.3
Country_3,2020,1141.8
Country_3,2021,1020.9
Country_3,2022,1056.1
Country_3,2023,1116.8
Country_4,1900,1851.7
Country_4,1901,1828.9
Country_4,1902,1801.6
Country_4,1903,1800.8
Country_4,1904,1830.0
Country_4,1905,1748.8
Country_4,1906,1792.7
Country_4,1907,1798.6
Country_4,1908,1703.3
Country_4,1909,1741.6
Country_4,1910,1863.0
Country_4,1911,1809.5
Country_4,1912,1787.0
Country_4,1913,1810.1
Country_4,1914,1861.6
Country_4,1915,1674.4
Country_4,1916,1790.8
Country_4,1917,1829.2
Country_4,1918,1672.5
Country_4,1919,1728.1
Country_4,1920,1831.0
Country_4,1921,1861.9
Country_4,1922,1755.4
Country_4,1923,1793.4
Country_4,1924,1721.4
Country_4,1925,1768.6
Country_4,1926,1893.4
Country_4,1927,1910.0
Country_4,1928,1817.0
Country_4,1929,1803.7
Country_4,1930,1768.2
Country_4,1931,1783.8
Country_4,1932,1753.5
Country_4,1933,1749.7
Country_4,1934,1838.0
Country_4,1935,1731.0
Country_4,1936,1789.5
Country_4,1937,1824.9
Country_4,1938,1848.5
Country_4,1939,1878.5
Country_4,1940,1855.7
Country_4,1941,1749.8
Country_4,1942,1746.9
Country_4,1943,1817.5
Country_4,1944,1772.9
Country_4,1945,1789.7
Country_4,1946,1838.8
Country_4,1947,1811.1
Country_4,1948,1769.5
Country_4,1949,1864.0
Country_4,1950,1887.2
Country_4,1951,1892.7
Country_4,1952,1835.7
Country_4,1953,1843.5
Country_4,1954,1759.6
Country_4,1955,1838.1
Country_4,1956,1771.6
Country_4,1957,1779.4
Country_4,1958,1782.1
Country_4,1959,1886.1
Country_4,1960,1865.2
Country_4,1961,1912.8
Country_4,1962,1902.4
Country_4,1963,1770.8
Country_4,1964,1801.9
Country_4,1965,1849.5
Country_4,1966,1792.4
Country_4,1967,1826.1
Country_4,1968,1894.8
Country_4,1969,1859.5
Country_4,1970,1879.2
Country_4,1971,1775.7
Country_4,1972,1794.7
Country_4,1973,1783.6
Country_4,1974,1658.5
Country_4,1975,1658.5
Country_4,1976,1825.5
Country_4,1977,1819.8
Country_4,1978,1791.9
Country_4,1979,1760.1
Country_4,1980,1788.5
Country_4,1981,1807.2
Country_4,1982,1788.0
Country_4,1983,1837.2
Country_4,1984,1775.6
Country_4,1985,1735.4
Country_4,1986,1860.3
Country_4,1987,1833.7
Country_4,1988,1805.2
Country_4,1989,1821.1
Country_4,1990,1656.0
Country_4,1991,1890.6
Country_4,1992,1765.7
Country_4,1993,1770.7
Country_4,1994,1754.4
Country_4,1995,1784.1
Country_4,1996,1798.2
Country_4,1997,1854.0
Country_4,1998,1730.2
Country_4,1999,1861.5
Country_4,2000,1844.7
Country_4,2001,1843.8
Country_4,2002,1781.9
Country_4,2003,1792.1
Country_4,2004,1872.7
Country_4,2005,1859.5
Country_4,2006,1851.4
Country_4,2007,1891.7
Country_4,2008,1784.4
Country_4,2009,1892.5
Country_4,2010,1796.2
Country_4,2011,1777.2
Country_4,2012,1829.4
Country_4,2013,1768.9
Country_4,2014,1878.2
Country_4,2015,1804.0
Country_4,2016,1861.5
Country_4,2017,1776.6
Country_4,2018,1899.0
Country_4,2019,1838.3
Country_4,2020,1790.0
Country_4,2021,1716.8
Country_4,2022,1844.5
Country_4,2023,1791.0
Country_5,1900,1839.8
Country_5,1901,1883.1
Country_5,1902,1870.7
Country_5,1903,1785.8
Country_5,1904,1823.0
Country_5,1905,1911.3
Country_5,1906,1833.7
Country_5,1907,1829.5
Country_5,1908,1924.3
Country_5,1909,1898.8
Country_5,1910,1831.8
Country_5,1911,1910.4
Country_5,1912,1810.5
Country_5,1913,1815.4
Country_5,1914,1867.7
Country_5,1915,1887.4
Country_5,1916,1896.7
Country_5,1917,1860.9
Country_5,1918,1755.8
Country_5,1919,1888.8
Country_5,1920,1832.7
Country_5,1921,1920.4
Country_5,1922,2002.7
Country_5,1923,1827.2
Country_5,1924,1879.6
Country_5,1925,1865.2
Country_5,1926,1833.5
Country_5,1927,1907.7
Country_5,1928,1942.7
Country_5,1929,1873.4
Country_5,1930,1883.3
Country_5,1931,1821.7
Country_5,1932,1841.6
Country_5,1933,1927.5
Country_5,1934,1779.5
Country_5,1935,1885.2
Country_5,1936,1828.9
Country_5,1937,2000.1
Country_5,1938,1902.8
Country_5,1939,1889.7
Country_5,1940,1828.9
Country_5,1941,1852.9
Country_5,1942,1890.6
Country_5,1943,1774.4
Country_5,1944,1905.1
Country_5,1945,1853.5
Country_5,1946,1844.6
Country_5,1947,1795.5
Country_5,1948,1830.5
Country_5,1949,1784.7
Country_5,1950,1843.1
Country_5,1951,1893.5
Country_5,1952,1848.1
Country_5,1953,1894.2
Country_5,1954,1877.6
Country_5,1955,1860.8
Country_5,1956,1764.2
Country_5,1957,1898.1
Country_5,1958,1822.5
Country_5,1959,1767.2
Country_5,1960,1810.7
Country_5,1961,1921.2
Country_5,1962,1802.4
Country_5,1963,1878.8
Country_5,1964,1880.2
Country_5,1965,1885.0
Country_5,1966,1918.5
Country_5,1967,1836.4
Country_5,1968,1852.7
Country_5,1969,1892.2
Country_5,1970,1855.9
Country_5,1971,1899.0
Country_5,1972,1854.1
Country_5,1973,1817.6
Country_5,1974,1832.0
Country_5,1975,1902.4
Country_5,1976,1836.5
Country_5,1977,1883.7
Country_5,1978,1865.0
Country_5,1979,1826.5
Country_5,1980,1896.6
Country_5,1981,1899.1
Country_5,1982,1830.7
Country_5,1983,1907.6
Country_5,1984,1859.5
Country_5,1985,1934.2
Country_5,1986,1916.3
Country_5,1987,1876.6
Country_5,1988,1894.1
Country_5,1989,1885.8
Country_5,1990,1864.8
Country_5,1991,1825.0
Country_5,1992,1866.9
Country_5,1993,1907.4
Country_5,1994,1827.3
Country_5,1995,1879.3
Country_5,1996,1904.0
Country_5,1997,1744.2
Country_5,1998,1825.3
Country_5,1999,1835.3
Country_5,2000,1873.1
Country_5,2001,1794.0
Country_5,2002,1795.3
Country_5,2003,1882.5
Country_5,2004,1971.3
Country_5,2005,1788.5
Country_5,2006,1906.7
Country_5,2007,1821.1
Country_5,2008,1795.5
Country_5,2009,1903.2
Country_5,2010,1809.5
Country_5,2011,1738.0
Country_5,2012,1866.9
Country_5,2013,1807.1
Country_5,2014,1943.5
Country_5,2015,1848.5
Country_5,2016,1829.0
Country_5,2017,1874.4
Country_5,2018,1900.0
Country_5,2019,1861.0
Country_5,2020,1864.1
Country_5,2021,1803.1
Country_5,2022,1816.4
Country_5,2023,1891.1
Country_6,1900,913.2
Country_6,1901,873.9
Country_6,1902,994.3
Country_6,1903,991.0
Country_6,1904,872.0
Country_6,1905,779.3
Country_6,1906,876.5
Country_6,1907,810.0
Country_6,1908,821.7
Country_6,1909,911.2
Country_6,1910,914.3
Country_6,1911,925.8
Country_6,1912,913.5
Country_6,1913,874.2
Country_6,1914,920.1
Country_6,1915,866.4
Country_6,1916,886.6
Country_6,1917,871.9
Country_6,1918,880.8
Country_6,1919,960.8
Country_6,1920,940.2
Country_6,1921,791.4
Country_6,1922,926.4
Country_6,1923,869.5
Country_6,1924,919.1
Country_6,1925,970.7
Country_6,1926,823.3
Country_6,1927,883.5
Country_6,1928,889.3
Country_6,1929,934.2
Country_6,1930,899.8
Country_6,1931,951.6
Country_6,1932,949.5
Country_6,1933,864.6
Country_6,1934,865.5
Country_6,1935,835.5
Country_6,1936,832.4
Country_6,1937,803.6
Country_6,1938,840.8
Country_6,1939,929.0
Country_6,1940,961.0
Country_6,1941,894.1
Country_6,1942,916.0
Country_6,1943,922.4
Country_6,1944,840.0
Country_6,1945,989.6
Country_6,1946,880.7
Country_6,1947,873.8
Country_6,1948,914.7
Country_6,1949,931.8
Country_6,1950,834.8
Country_6,1951,921.5
Country_6,1952,870.5
Country_6,1953,886.8
Country_6,1954,918.6
Country_6,1955,878.0
Country_6,1956,944.7
Country_6,1957,908.7
Country_6,1958,821.6
Country_6,1959,839.7
Country_6,1960,945.5
Country_6,1961,854.7
Country_6,1962,951.6
Country_6,1963,959.2
Country_6,1964,823.6
Country_6,1965,864.5
Country_6,1966,851.9
Country_6,1967,857.7
Country_6,1968,857.4
Country_6,1969,937.3
Country_6,1970,898.7
Country_6,1971,899.7
Country_6,1972,931.3
Country_6,1973,811.1
Country_6,1974,903.4
Country_6,1975,973.1
Country_6,1976,887.7
Country_6,1977,884.4
Country_6,1978,838.9
Country_6,1979,905.7
Country_6,1980,809.5
Country_6,1981,968.3
Country_6,1982,903.0
Country_6,1983,854.9
Country_6,1984,854.1
Country_6,1985,910.3
Country_6,1986,927.0
Country_6,1987,897.6
Country_6,1988,879.4
Country_6,1989,930.4
Country_6,1990,962.5
Country_6,1991,809.1
Country_6,1992,932.8
Country_6,1993,929.5
Country_6,1994,962.0
Country_6,1995,917.0
Country_6,1996,938.3
Country_6,1997,894.8
Country_6,1998,823.7
Country_6,1999,832.6
Country_6,2000,847.3
Country_6,2001,910.7
Country_6,2002,920.2
Country_6,2003,840.5
Country_6,2004,875.1
Country_6,2005,875.8
Country_6,2006,874.4
Country_6,2007,882.6
Country_6,2008,994.3
Country_6,2009,944.2
Country_6,2010,890.0
Country_6,2011,902.4
Country_6,2012,869.5
Country_6,2013,883.3
Country_6,2014,887.3
Country_6,2015,991.3
Country_6,2016,977.8
Country_6,2017,785.6
Country_6,2018,879.7
Country_6,2019,880.6
Country_6,2020,892.8
Country_6,2021,914.7
Country_6,2022,900.4
Country_6,2023,836.0
Country_7,1900,588.9
Country_7,1901,592.6
Country_7,1902,678.7
Country_7,1903,640.6
Country_7,1904,605.9
Country_7,1905,567.0
Country_7,1906,597.2
Country_7,1907,630.1
Country_7,1908,618.6
Country_7,1909,598.5
Country_7,1910,649.7
Country_7,1911,565.2
Country_7,1912,595.2
Country_7,1913,614.2
Country_7,1914,582.0
Country_7,1915,649.4
Country_7,1916,600.4
Country_7,1917,562.2
Country_7,1918,638.1
Country_7,1919,655.3
Country_7,1920,641.0
Country_7,1921,580.1
Country_7,1922,627.6
Country_7,1923,541.3
Country_7,1924,588.5
Country_7,1925,567.7
Country_7,1926,562.5
Country_7,1927,598.2
Country_7,1928,573.2
Country_7,1929,543.0
Country_7,1930,634.6
Country_7,1931,651.4
Country_7,1932,690.8
Country_7,1933,535.4
Country_7,1934,611.0
Country_7,1935,529.5
Country_7,1936,630.5
Country_7,1937,599.8
Country_7,1938,661.6
Country_7,1939,603.1
Country_7,1940,657.0
Country_7,1941,623.3
Country_7,1942,621.7
Country_7,1943,650.7
Country_7,1944,669.6
Country_7,1945,554.1
Country_7,1946,587.4
Country_7,1947,610.6
Country_7,1948,658.7
Country_7,1949,649.6
Country_7,1950,643.0
Country_7,1951,647.8
Country_7,1952,606.8
Country_7,1953,592.8
Country_7,1954,567.8
Country_7,1955,590.3
Country_7,1956,579.9
Country_7,1957,578.7
Country_7,1958,546.1
Country_7,1959,582.4
Country_7,1960,595.6
Country_7,1961,612.3
Country_7,1962,642.1
Country_7,1963,648.8
Country_7,1964,487.0
Country_7,1965,627.2
Country_7,1966,609.9
Country_7,1967,600.6
Country_7,1968,529.6
Country_7,1969,517.9
Country_7,1970,620.3
Country_7,1971,714.0
Country_7,1972,646.3
Country_7,1973,573.6
Country_7,1974,581.6
Country_7,1975,664.0
Country_7,1976,560.8
Country_7,1977,548.0
Country_7,1978,630.0
Country_7,1979,571.2
Country_7,1980,590.0
Country_7,1981,617.7
Country_7,1982,592.8
Country_7,1983,576.8
Country_7,1984,547.6
Country_7,1985,628.5
Country_7,1986,577.5
Country_7,1987,600.8
Country_7,1988,558.4
Country_7,1989,580.6
Country_7,1990,580.8
Country_7,1991,594.3
Country_7,1992,610.0
Country_7,1993,607.7
Country_7,1994,530.0
Country_7,1995,558.6
Country_7,1996,655.0
Country_7,1997,521.1
Country_7,1998,545.3
Country_7,1999,607.3
Country_7,2000,584.5
Country_7,2001,555.6
Country_7,2002,632.8
Country_7,2003,576.6
Country_7,2004,688.7
Country_7,2005,534.7
Country_7,2006,552.6
Country_7,2007,630.2
Country_7,2008,643.6
Country_7,2009,596.9
Country_7,2010,598.2
Country_7,2011,606.7
Country_7,2012,632.2
Country_7,2013,582.4
Country_7,2014,635.7
Country_7,2015,598.4
Country_7,2016,577.1
Country_7,2017,580.5
Country_7,2018,626.2
Country_7,2019,612.6
Country_7,2020,577.4
Country_7,2021,606.0
Country_7,2022,567.7
Country_7,2023,573.7
Country_8,1900,1164.7
Country_8,1901,1090.4
Country_8,1902,1062.0
Country_8,1903,1044.7
Country_8,1904,1088.2
Country_8,1905,1029.1
Country_8,1906,1105.7
Country_8,1907,1041.3
Country_8,1908,1186.4
Country_8,1909,1143.6
Country_8,1910,1092.4
Country_8,1911,1006.5
Country_8,1912,1120.3
Country_8,1913,1007.3
Country_8,1914,1142.8
Country_8,1915,1061.6
Country_8,1916,1134.0
Country_8,1917,1069.5
Country_8,1918,1158.3
Country_8,1919,1040.2
Country_8,1920,1011.3
Country_8,1921,1089.8
Country_8,1922,1117.4
Country_8,1923,1157.2
Country_8,1924,1074.2
Country_8,1925,1097.8
Country_8,1926,1170.7
Country_8,1927,1100.3
Country_8,1928,1179.6
Country_8,1929,1152.4
Country_8,1930,1091.4
Country_8,1931,1099.9
Country_8,1932,1128.3
Country_8,1933,1099.3
Country_8,1934,1086.4
Country_8,1935,1052.9
Country_8,1936,1110.3
Country_8,1937,1074.5
Country_8,1938,1070.1
Country_8,1939,1085.3
Country_8,1940,1084.0
Country_8,1941,1039.0
Country_8,1942,1067.2
Country_8,1943,1153.6
Country_8,1944,1130.9
Country_8,1945,1065.8
Country_8,1946,1149.5
Country_8,1947,1084.3
Country_8,1948,1073.9
Country_8,1949,1140.4
Country_8,1950,1126.7
Country_8,1951,1178.3
Country_8,1952,1071.0
Country_8,1953,1082.2
Country_8,1954,1181.0
Country_8,1955,1150.7
Country_8,1956,1142.7
Country_8,1957,1158.5
Country_8,1958,1167.3
Country_8,1959,1089.0
Country_8,1960,1200.4
Country_8,1961,1115.8
Country_8,1962,1151.7
Country_8,1963,1114.6
Country_8,1964,1143.4
Country_8,1965,1199.9
Country_8,1966,1157.7
Country_8,1967,1137.4
Country_8,1968,1107.1
Country_8,1969,1006.3
Country_8,1970,1137.1
Country_8,1971,1085.9
Country_8,1972,1172.6
Country_8,1973,1135.2
Country_8,1974,1148.6
Country_8,1975,1090.7
Country_8,1976,980.4
Country_8,1977,1063.9
Country_8,1978,1161.7
Country_8,1979,1191.4
Country_8,1980,1122.9
Country_8,1981,1081.8
Country_8,1982,1125.6
Country_8,1983,1062.1
Country_8,1984,1059.6
Country_8,1985,1203.4
Country_8,1986,1027.5
Country_8,1987,1064.7
Country_8,1988,1097.4
Country_8,1989,1086.1
Country_8,1990,1166.3
Country_8,1991,992.0
Country_8,1992,1087.8
Country_8,1993,1095.7
Country_8,1994,1055.8
Country_8,1995,1058.4
Country_8,1996,1037.0
Country_8,1997,1113.4
Country_8,1998,1045.0
Country_8,1999,1063.1
Country_8,2000,1068.4
Country_8,2001,1154.6
Country_8,2002,1076.6
Country_8,2003,1094.6
Country_8,2004,1101.0
Country_8,2005,1164.9
Country_8,2006,1084.6
Country_8,2007,1132.8
Country_8,2008,978.2
Country_8,2009,1173.8
Country_8,2010,1084.7
Country_8,2011,1111.4
Country_8,2012,1078.2
Country_8,2013,1161.9
Country_8,2014,1159.9
Country_8,2015,1107.4
Country_8,2016,1041.0
Country_8,2017,1027.6
Country_8,2018,1064.6
Country_8,2019,1077.9
Country_8,2020,1207.5
Country_8,2021,1068.4
Country_8,2022,1199.7
Country_8,2023,1210.0
Country_9,1900,1769.2
Country_9,1901,1746.6
Country_9,1902,1768.4
Country_9,1903,1631.2
Country_9,1904,1788.6
Country_9,1905,1693.6
Country_9,1906,1815.3
Country_9,1907,1718.4
Country_9,1908,1745.8
Country_9,1909,1686.9
Country_9,1910,1817.1
Country_9,1911,1823.3
Country_9,1912,1777.3
Country_9,1913,1750.7
Country_9,1914,1818.5
Country_9,1915,1783.2
Country_9,1916,1749.1
Country_9,1917,1631.9
Country_9,1918,1676.6
Country_9,1919,1891.7
Country_9,1920,1780.2
Country_9,1921,1682.2
Country_9,1922,1852.2
Country_9,1923,1750.1
Country_9,1924,1732.7
Country_9,1925,1670.9
Country_9,1926,1751.9
Country_9,1927,1766.5
Country_9,1928,1760.2
Country_9,1929,1792.2
Country_9,1930,1765.7
Country_9,1931,1825.9
Country_9,1932,1741.3
Country_9,1933,1734.6
Country_9,1934,1725.8
Country_9,1935,1685.4
Country_9,1936,1773.2
Country_9,1937,1727.3
Country_9,1938,1822.4
Country_9,1939,1858.4
Country_9,1940,1773.2
Country_9,1941,1749.4
Country_9,1942,1745.0
Country_9,1943,1706.6
Country_9,1944,1802.5
Country_9,1945,1791.2
Country_9,1946,1728.2
Country_9,1947,1758.5
Country_9,1948,1722.2
Country_9,1949,1764.4
Country_9,1950,1674.3
Country_9,1951,1686.1
Country_9,1952,1767.0
Country_9,1953,1746.3
Country_9,1954,1705.4
Country_9,1955,1722.7
Country_9,1956,1799.1
Country_9,1957,1785.5
Country_9,1958,1824.7
Country_9,1959,1745.2
Country_9,1960,1780.3
Country_9,1961,1756.1
Country_9,1962,1727.1
Country_9,1963,1760.0
Country_9,1964,1853.6
Country_9,1965,1772.2
Country_9,1966,1853.6
Country_9,1967,1789.9
Country_9,1968,1810.1
Country_9,1969,1734.7
Country_9,1970,1772.6
Country_9,1971,1756.2
Country_9,1972,1748.1
Country_9,1973,1691.5
Country_9,1974,1810.4
Country_9,1975,1754.2
Country_9,1976,1850.5
Country_9,1977,1788.1
Country_9,1978,1749.0
Country_9,1979,1802.9
Country_9,1980,1742.8
Country_9,1981,1779.3
Country_9,1982,1711.2
Country_9,1983,1734.0
Country_9,1984,1740.6
Country_9,1985,1768.4
Country_9,1986,1838.5
Country_9,1987,1722.6
Country_9,1988,1735.1
Country_9,1989,1813.3
Country_9,1990,1723.8
Country_9,1991,1671.7
Country_9,1992,1809.0
Country_9,1993,1711.1
Country_9,1994,1777.7
Country_9,1995,1792.6
Country_9,1996,1766.7
Country_9,1997,1713.6
Country_9,1998,1651.6
Country_9,1999,1765.0
Country_9,2000,1828.3
Country_9,2001,1700.0
